t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0.0,0.0,-30.31157175104936,-10.94203161159092,25.092438008855122,-19.11451313492313,-32.58700376318975,36.040733610927326,-17.973818138125093,-21.575511552275024,-2.048754613502093,-12.269909191294804,-10.505886084105029,17.68353883419966,-11.98109295927992,7.151944788553167,24.957254992957658,27.85992579257643,6.756642755188064,25.45138647769442
0.02,0.001001001001001001,-30.312789325796114,-10.942473008448408,25.09344100902783,-19.11528285893799,-32.58831306560885,36.04217508348724,-17.974542257501938,-21.57637909615992,-2.0488378964058573,-12.270405469298325,-10.506306523723833,17.68424302148576,-11.981575664296821,7.15222468089554,24.95825062919847,27.861034952296144,6.756908585493189,25.45239966591062
0.04,0.002002002002002002,-30.314044890270704,-10.94290594748879,25.094475347198223,-19.11604191990856,-32.58957118656768,36.04363615076842,-17.97529480160134,-21.577226732687254,-2.048911892593623,-12.270910155767549,-10.50674328312496,17.68496506224411,-11.98205160992662,7.15247654296896,24.959244214318684,27.862094173116034,6.757184607298497,25.453398783640885
0.06,0.003003003003003003,-30.31533838660592,-10.943330428850711,25.0955409993836,-19.116790309215265,-32.59077816116598,36.045116843656565,-17.976075758954526,-21.578054590933853,-2.048976555907907,-12.27142312018729,-10.50719629586538,17.685704983150657,-11.982520849710173,7.1527002818465455,24.9602357561515,27.863103444113438,6.757470847497304,25.45438376321412
0.08,0.004004004004004004,-30.316669757808707,-10.943746454018028,25.096637939431318,-19.11752801920354,-32.59193401541674,36.04661719511079,-17.976885119349753,-21.578862799713857,-2.0490318394255818,-12.27194423205656,-10.5076655009998,17.68646281201546,-11.982983437773823,7.152895805350117,24.961225261155516,27.864062748158275,6.757767334096614,25.455354542065038
0.1,0.005005005005005005,-30.318038947725462,-10.944154025815346,25.09776613897736,-19.11825504317496,-32.59303876622005,36.04813724016529,-17.97772287380074,-21.579651487591295,-2.0490776954621692,-12.272473360934317,-10.508150843072055,17.68723857776809,-11.983439428814474,7.153063022064911,24.962212734426164,27.864972061898996,6.7580740962105,25.456311062716303
0.12,0.006006006006006006,-30.319445901005114,-10.94455314840401,25.098925567403306,-19.118971375378297,-32.59409242133898,36.04967701593055,-17.978589014512863,-21.58042078289249,-2.049114075575488,-12.273010376484802,-10.508652272107941,17.688032310442523,-11.983888878085262,7.153201841354582,24.963198179707373,27.86583135574908,6.758391164053055,25.457253272761527
0.14,0.007007007007007007,-30.320890563060043,-10.944943827278557,25.10011619179168,-19.11967701100065,-32.59509497937756,36.05123656159415,-17.979483534847105,-21.58117081371828,-2.0491409305686443,-12.273555148522465,-10.509169743609474,17.688844041161524,-11.984331841381756,7.153312173376501,24.964181599403375,27.86664059387405,6.7587185689309015,25.458181124849105
0.16,0.008008008008008008,-30.32237288002484,-10.945326069263606,25.101337976879737,-19.120371946158482,-32.59604642976084,36.05281591842113,-17.980406429281807,-21.5819017079561,-2.0491582104923647,-12.274107547056447,-10.509703218550618,17.689673802120485,-11.984768375028723,7.153393929097365,24.965162994590713,27.86739973417901,6.75905634323525,25.45909457666688
0.18,0.009009009009009009,-30.323892798712937,-10.945699882511207,25.10259088501172,-19.12105617788872,-32.596946752716924,36.054415129753835,-17.981357693372214,-21.582613593291835,-2.049165864646658,-12.274667442334616,-10.510252663374457,17.690521626570757,-11.985198535867395,7.153447020309112,24.96614236503038,27.86810872829674,6.759404520433506,25.45999359092766
