t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.0,0.0,-0.20000568923491807,-4.766702678396059,22.63249228229363,-4.31170619621156,-24.820855014576335,-16.641661765613215,-27.887519825813364,35.94539650658393,14.663003703382689,-9.650098141918775,-9.680102083688237,43.97549019624222,-18.054905555470224
0.02,0.001001001001001001,-0.20001424246923893,-4.766895854127946,22.633392677052385,-4.311883538658667,-24.821851968146937,-16.642333452128476,-27.888635666082966,35.946831200968084,14.66358556491969,-9.650488146360718,-9.680492823848716,43.977245414653275,-18.055633428189985
0.04,0.002002002002002002,-0.19997124093921856,-4.767115158182893,22.634290046836846,-4.312047193968198,-24.822847865281503,-16.64303766876498,-27.889743881088396,35.9482835372603,14.664152460521363,-9.650898753874046,-9.680936404301045,43.97903578121789,-18.05633792185634
0.06,0.003003003003003003,-0.19987671339327845,-4.767360615884808,22.635184455057036,-4.312197205573466,-24.823842741114124,-16.643774400558552,-27.890844578204767,35.94975356169418,14.664704404124722,-9.65133004463162,-9.681432811207296,43.98086151601902,-18.057019088747268
0.08,0.004004004004004004,-0.19973068622135573,-4.767632252800353,22.63607596358452,-4.312333620860448,-24.824836631544795,-16.644543631715212,-27.89193786654832,35.95124132065453,14.665241407024102,-9.6517821008114,-9.681982030239933,43.98272284395732,-18.05767697689887
0.1,0.005005005005005005,-0.19953318346306587,-4.767930094704707,22.636964632759316,-4.31245649117141,-24.82582957322836,-16.645345345613325,-27.893023857006778,35.95274686067118,14.665763477867712,-9.652255006609236,-9.68258404657996,43.98461999476486,-18.05831163010645
0.12,0.006006006006006006,-0.1992842268183857,-4.768254167544131,22.637850521396317,-4.312565871809465,-24.826821603563513,-16.64617952480485,-27.894102662270377,35.954270228412646,14.666270622654848,-9.652748848251703,-9.683238844912786,43.986553203018474,-18.05892308792729
0.14,0.007007007007007007,-0.1989838356608537,-4.768604497395298,22.638733686791223,-4.312661822044035,-24.82781276068183,-16.647046151015708,-27.89517439686366,35.95581147067964,14.66676284473376,-9.653263714008975,-9.683946409421832,43.98852270815251,-18.05951138568516
0.16,0.008008008008008008,-0.1986320270532855,-4.7689811104213735,22.639614184725968,-4.312744405117195,-24.82880308343689,-16.647945205145245,-27.89623917717795,35.95737063439849,14.667240144800196,-9.653799694207693,-9.684706723779874,43.99052875447109,-18.06007655447646
0.18,0.009009009009009009,-0.19822881576600496,-4.769384032824821,22.640492069473652,-4.312813688250872,-24.829792611393387,-16.648876667264798,-27.897297121504597,35.958947766614344,14.667702520896585,-9.654356881243812,-9.68551977113815,43.99257159115975,-18.06061862117811
0.2,0.01001001001001001,-0.19777421429759204,-4.769813290796907,22.641367393802973,-4.312869742654862,-24.830781384816337,-16.649840516615374,-27.898348350068932,35.960542914484336,14.668149968411889,-9.654935369595423,-9.68638553411325,43.994651472296354,-18.06113760845709
0.22,0.011011011011011011,-0.19726823289815076,-4.770268910463884,22.64224020898215,-4.312912643535651,-24.831769444660253,-16.65083673160442,-27.899392985064978,35.96215612527048,14.66858248008211,-9.655535255835499,-9.687303994771765,43.9967686568613,-18.061633534781652
0.24,0.012012012012012012,-0.1967108795951022,-4.770750917829816,22.643110564782365,-4.312942470105984,-24.832756832558385,-16.651865289801712,-27.900431150690892,35.963787446332496,14.669000045991458,-9.656156638644568,-9.688275134612772,43.99892340874693,-18.06210641443423
