t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.0,0.0,25.212594184482942,4.688398721818246,-21.146893186833267,10.029068737695615,6.026554452890588,-1.1681722018279013,3.528447505929552,15.857998343567774,-27.38966702594941,-27.933558771951404,29.067913674526327,-15.244700385745373,11.91331928686782,9.63951893527269,17.25545587974921,-13.09704669728075,12.338868166264454,-29.605933347470664,5.5747266561855895,-31.477026343767196,-14.6586658043987,-27.865640625379797,6.002790612603806,12.456296189911619,2.378351335472322,19.46856716091282,-20.491246715644923,41.23560495891921
0.02,0.001001001001001001,25.21359887221221,4.688580857783945,-21.147744673336465,10.029468774790613,6.026790748744839,-1.1682236515445539,3.5285848277790124,15.858627674518234,-27.390765050776427,-27.93467825276672,29.069072232156547,-15.245315863485423,11.913791295554093,9.639901552928416,17.25614297520779,-13.097573383121816,12.339358387287378,-29.607123825557288,5.57494578452286,-31.478286557721653,-14.659256692948434,-27.86676115158528,6.0030273414359065,12.45679148779594,2.3784425461004615,19.46934156959539,-20.492068179884043,41.23725405113567
0.04,0.002002002002002002,25.214586978009724,4.688716287508808,-21.148555819489914,10.029903006455928,6.026972413498322,-1.1682255440527627,3.5287844887228537,15.85929542763159,-27.391862381125343,-27.93577451885643,29.070275502670455,-15.245917914183554,11.914213829471915,9.640285526944917,17.25679357772701,-13.098137484198213,12.33983321872139,-29.60827292042091,5.575116965423889,-31.479582199317907,-14.659878698466324,-27.867847587041357,6.0031999422812365,12.457270670421499,2.3785824512929015,19.47009464860872,-20.492852368243778,41.23890619682654
0.06,0.003003003003003003,25.215558418457153,4.688805090105741,-21.149326545809725,10.030371448014535,6.027099424858684,-1.1681778456643332,3.529046477605119,15.860001527017573,-27.392958959889373,-27.936847444810073,29.071523501717074,-15.246506512986958,11.914586892699099,9.640670846089526,17.2574077052063,-13.098738997740986,12.340292697215828,-29.609380769786,5.575240218628048,-31.48091319200411,-14.66053175566327,-27.868899983866584,6.003308383461373,12.457733762239727,2.378771066384211,19.47082639138284,-20.493599234397525,41.24056108835731
0.08,0.004004004004004004,25.216513103497814,4.6888473458550655,-21.150056773872944,10.030874116295289,6.0271717560111195,-1.168080538768709,3.529370777494173,15.860745901251123,-27.394054727812204,-27.93789690718461,29.072816246814575,-15.247081627617828,11.914910487918258,9.641057502651925,17.257985377042864,-13.09937792732562,12.340736856830002,-29.610447500996795,5.575315554002836,-31.482279463332,-14.6612157858978,-27.869918390386456,6.003352624784572,12.458180784000115,2.379008424474824,19.47153678808348,-20.494308734204065,41.242218427212194
0.1,0.005005005005005005,25.21745093646414,4.6888431362304415,-21.150746426314257,10.03141102959187,6.0271893756236725,-1.1679336218086487,3.529757365655682,15.86152848335786,-27.395149623447566,-27.9389227845454,29.07415375724893,-15.247643218388832,11.915184616376768,9.641445492417509,17.258526614112746,-13.10005428285745,12.341165729024686,-29.611473231061886,5.575342971511748,-31.483680944922934,-14.66193069716542,-27.870902851077886,6.003332617551382,12.458611752743082,2.379294576418938,19.47222582562566,-20.4949808256464,41.24387792410276
0.12,0.006006006006006006,25.218371814104195,4.688792543928089,-21.151395426826515,10.031982207620171,6.027152247855936,-1.1677371092610833,3.530206213521475,15.862349210799685,-27.396243583118682,-27.93992495750561,29.075536053967415,-15.248191238216835,11.915409277850447,9.641834814641012,17.259031438754956,-13.100768080555126,12.341579342653569,-29.612458066692778,5.575322461182959,-31.485117572430184,-14.66267638409284,-27.87185340651715,6.00324830456722,12.459026681792146,2.3796295908207905,19.47289348768631,-20.495615468779995,41.24553929907162
0.14,0.007007007007007007,25.219275626607303,4.688695652899257,-21.152003700165135,10.032587671474115,6.027060332371168,-1.1674910316231693,3.5307172866543044,15.863208025460496,-27.3973365408776,-27.940903308763964,29.076963159466942,-15.248725632634828,11.915584470610934,9.642225472020458,17.2594998747586,-13.101519342932134,12.341977723954665,-29.613402104336433,5.575254003078786,-31.486589285497416,-14.663452727937148,-27.872770093331255,6.0030996201619535,12.45942558074543,2.380013554039302,19.473539754715855,-20.496212625690408,41.24720228159112
0.16,0.008008008008008008,25.220162257628825,4.688552548385886,-21.15257117215639,10.033227443579944,6.026913584351856,-1.167195435403545,3.5312905447085416,15.864104873632044,-27.398428428464403,-27.9418577231409,29.078435097677172,-15.249246339802069,11.915710191396784,9.642617470671386,17.259931947353053,-13.10230809877634,12.342360896541688,-29.61430543020181,5.5751375672659425,-31.488096027713382,-14.66425959658993,-27.873652944152724,6.002886490216565,12.459808455466469,2.3804465702010837,19.474164603948847,-20.496772260460354,41.248866610656954
0.18,0.009009009009009009,25.22103158431417,4.688363316959372,-21.15309776970962,10.03390154764897,6.02671195451876,-1.1668503831187942,3.5319259413868265,15.865039705999905,-27.399519175266374,-27.94278808761305,29.079951893838384,-15.249753290512396,11.915786435388263,9.643010820101379,17.260327683201115,-13.103134383127554,12.342728881395383,-29.615168120280416,5.5749731137865615,-31.4896377465627,-14.66509684458637,-27.87450198757775,6.002608832196946,12.46017530807434,2.3809287612217926,19.474768009413626,-20.497294339146187,41.25053203487661
0.2,0.01001001001001001,25.221883477322073,4.688128046562417,-21.15358342083345,10.034610008628777,6.026455389153454,-1.1664559532951024,3.532623424392704,15.866012477629567,-27.40060870827709,-27.943694291346073,29.081513574374064,-15.250246408200756,11.915813196185848,9.643405533184888,17.26068711039516,-13.103998237253068,12.343081696854805,-29.61599024036091,5.5747605926300094,-31.49121439337275,-14.665964313119343,-27.875317248127722,6.002266555194903,12.460526136933117,2.3814602668358282,19.47534994194104,-20.49777882976384,41.25219831255264
