t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38
0.0,0.0,-18.888572056636438,-12.797431205992265,-3.2975931799064164,-26.764633616596754,-20.21654332560676,38.502938264703246,23.490670825314893,-15.510548407761334,33.53554729454127,-6.421856815630833,-5.1855308567526714,-33.68342206571799,-30.28613822926802,28.209137711647664,16.12197033298905,-22.966794394503015,25.27849230965677,-23.787079127015385,36.34896424625872,-13.042274660727573,14.073822583337002,28.52542648041116,-32.36507897645451,-21.448221249691837,4.7126339606903285,-0.15462597300272346,-2.234716252546588,30.090042524834526,-25.88878348389033,14.468632457642359,-9.010410732158176,23.615993683610142,-34.51618824267863,-25.74169213945845,43.014728024758284,11.212495596850163,-5.180189524807363,-12.75953793148964,34.035831722611086
0.02,0.001001001001001001,-18.88933030423036,-12.797945696580861,-3.297729578055015,-26.765705822234576,-20.217356232465058,38.50447812956514,23.491609713650156,-15.511168880894674,33.53688255580396,-6.422117480197956,-5.185743612504354,-33.68477282081884,-30.28735000010112,28.210261572411536,16.12261355747176,-22.967716820205382,25.279498001094566,-23.78803356090067,36.350417064317895,-13.042799638497103,14.074381498444595,28.5265639828802,-32.36637741921962,-21.44908360050424,4.712821565071,-0.1546382812476725,-2.2348077303892846,30.091240404090303,-25.889822874890644,14.469206308127248,-9.010776227075727,23.61693376788861,-34.51756941160257,-25.74272742129703,43.01644624231515,11.212942049262251,-5.180398886127017,-12.760050413548186,34.03719187275652
0.04,0.002002002002002002,-18.890093061225805,-12.79850160786596,-3.297829846611444,-26.76681933157796,-20.21820997468199,38.505965999625346,23.492543295809202,-15.511695762623924,33.53816705424573,-6.422398961962234,-5.186001538667427,-33.68612210824665,-30.28855639942683,28.21145889173626,16.123301983477422,-22.96863951069432,25.280501124441333,-23.7889933597053,36.35183824932485,-13.043369624532204,14.074915040555616,28.527719112219078,-32.36769838932823,-21.44993650124691,4.713101883263701,-0.1546827863561005,-2.2348508087276424,30.092403768529802,-25.890916333124622,14.4697708163396,-9.011041309694818,23.61785695816612,-34.51889455397921,-25.743786975748304,43.01812865397507,11.213389681321933,-5.180614868792412,-12.760547660801155,34.038604334153334
0.06,0.003003003003003003,-18.89086040045265,-12.799098865136783,-3.2978939785973647,-26.767974097606196,-20.219104523948527,38.50740190227566,23.49347144156974,-15.512129105973903,33.53940071314439,-6.422701308791522,-5.186304593970853,-33.687469776932545,-30.289757424689494,28.212729768792155,16.124035521414047,-22.969562542973915,25.281501648137223,-23.789958526054765,36.35322768466864,-13.043984664967326,14.0754231365014,28.528891994664995,-32.36904166876911,-21.450779962686735,4.71347507608887,-0.1547594388751545,-2.2348455035852184,30.093532734465125,-25.892063876770738,14.470326059973655,-9.011206067969466,23.618763312530806,-34.520163710485946,-25.744870981538906,43.019775089513665,11.213838450988481,-5.180837500838797,-12.761029634171301,34.040069192621296
0.08,0.004004004004004004,-18.891632399886156,-12.799737414228026,-3.297921949002557,-26.769170062472043,-20.220039850180207,38.508785844598506,23.49439401647878,-15.512468936127659,33.54058345762841,-6.423024580026717,-5.186652750431438,-33.68881566784545,-30.290953083678613,28.2140743179139,16.12481408305831,-22.97048598998052,25.28249952370135,-23.790929070059097,36.35458525928436,-13.044644814261185,14.075905703610033,28.53008276366705,-32.37040704556751,-21.451613987968052,4.713941321360207,-0.15486818499896185,-2.2347918389387105,30.094627416163423,-25.89326552705015,14.47087211714961,-9.011270577356436,23.619652886578667,-34.52137691791068,-25.745979628744013,43.02138538219729,11.214288316070201,-5.181066809965337,-12.76149630014842,34.04158654893078
0.1,0.005005005005005005,-18.892409142648415,-12.80041722151757,-3.297913714782845,-26.77040715739596,-20.221015921442998,38.51011781337063,23.49531088185009,-15.512715250380559,33.54171521468657,-6.423368846460066,-5.187045993349474,-33.69015961402066,-30.292143394550436,28.21549266855894,16.125637581511736,-22.971409920592503,25.28349468570323,-23.791905009309907,36.35591086754983,-13.045350135181904,14.076362649681979,28.53129155987443,-32.37179431381541,-21.452438572640336,4.7145008139336655,-0.15500896658322327,-2.2346898467787137,30.09568792573128,-25.894521308129217,14.471409066468151,-9.011234900817115,23.620525733384493,-34.5225342090588,-25.747113118737,43.02295936869915,11.214739234220184,-5.1813028235279095,-12.761947630789015,34.04315651884862
0.12,0.006006006006006006,-18.893190717011155,-12.801138273926153,-3.297869214848595,-26.771685302551752,-20.222032703870507,38.51139777505461,23.496221894765956,-15.512868018104474,33.54279591317557,-6.42373419031829,-5.1874843213091415,-33.69150144058612,-30.29332838585516,28.21698496526388,16.126505931156,-22.972334399638445,25.284487051727663,-23.792886368878428,36.35720440919617,-13.046100698791594,14.07679387295855,28.53251853112845,-32.37320327369648,-21.45325370468035,4.715153765747157,-0.15518172116118473,-2.234539567174828,30.096714373008602,-25.89583124701082,14.471936987065583,-9.011099088839126,23.62138190347711,-34.52363561266594,-25.748271664138954,43.02449688902608,11.215191162932747,-5.181545568532347,-12.762383603717275,34.044779233185935
0.14,0.007007007007007007,-18.893977216399918,-12.801900578919007,-3.297788370043845,-26.773004406943688,-20.223090161572582,38.512625675778025,23.49712690808328,-15.512927180721954,33.54382548382567,-6.424120705250482,-5.187967746183624,-33.692840964786456,-30.29450809656978,28.218551367598717,16.127419047607418,-22.973259487903793,25.285476522333077,-23.79387318131458,36.35846578923255,-13.046896584430337,14.077199262083244,28.533763832458316,-32.374633731506144,-21.454059364508815,4.715900405850731,-0.1553863819609359,-2.234341048345068,30.097706865471906,-25.897195373414494,14.472455958669658,-9.010863179477662,23.62222144481888,-34.52468115331637,-25.74945548876792,43.02599778645598,11.21564405954053,-5.181795071628147,-12.762804202127327,34.04645483784789
0.16,0.008008008008008008,-18.89476873939955,-12.802704164509313,-3.297671083116094,-26.774364368275226,-20.22418825653528,38.513801441300146,23.49802577044409,-15.512892651690388,33.544803859244425,-6.424528496320712,-5.188496293144859,-33.694177996004676,-30.295682576136652,28.22019205011875,16.128376847670534,-22.974185242135928,25.28646298100329,-23.794865486647037,36.35969491788491,-13.04773787969953,14.077578696055925,28.535027626080563,-32.37608549966642,-21.454855525001545,4.716740980426964,-0.1556228779239827,-2.2340943467295125,30.098665508146865,-25.898613719645343,14.472966061656164,-9.010527198416515,23.62304440278941,-34.52567085136698,-25.75066482758776,43.02746190748594,11.216097881212297,-5.1820513591026565,-12.763209414786795,34.04818349388542
0.18,0.009009009009009009,-18.89556538976096,-12.803549079263396,-3.297517238676793,-26.775765072809396,-20.22532694851225,38.514924976966135,23.498918326290465,-15.51276431649613,33.54573097391845,-6.424957680005292,-5.18907000067787,-33.695512335781785,-30.296851884507788,28.221907202313968,16.12937924929088,-22.975111715047664,25.287446294092735,-23.795863332384243,36.36089171054905,-13.048624680444561,14.077932044179837,28.53631008140213,-32.377558396735765,-21.455642151495056,4.717675752801247,-0.1558911337250394,-2.233799527068112,30.099590403530037,-25.900086320451635,14.473467377106314,-9.010091159048855,23.62385082017349,-34.52660472287684,-25.751899926656403,43.0288891017911,11.216552584951422,-5.182314456875749,-12.763599236041593,34.04996537754886
