t,p,x0,x1,x2,x3
0.0,0.0,-18.089556343145354,17.573020350369337,23.200186365434597,-22.335374122405007
0.02,0.001001001001001001,-18.090283712673067,17.57371984758134,23.201111710987604,-22.336271595642305
0.04,0.002002002002002002,-18.09102898269905,17.574425037317834,23.202029246964887,-22.337149051330098
0.06,0.003003003003003003,-18.091792179192726,17.575135952287447,23.202938965562666,-22.338006488403813
0.08,0.004004004004004004,-18.09257332864287,17.575852625074965,23.20384085983414,-22.338843906012663
0.1,0.005005005005005005,-18.093372458052112,17.57657508813291,23.204734923680604,-22.339661303507828
0.12,0.006006006006006006,-18.094189594931223,17.577303373773052,23.20562115184264,-22.340458680430896
0.14,0.007007007007007007,-18.095024767293264,17.578037514157856,23.206499539891468,-22.341236036502487
0.16,0.008008008008008008,-18.095878003647513,17.578777541291842,23.207370084220393,-22.341993371611146
0.18,0.009009009009009009,-18.096749332993223,17.579523487012874,23.208232782036365,-22.34273068580244
0.2,0.01001001001001001,-18.09763878481317,17.580275382983373,23.209087631351665,-22.34344797926829
0.22,0.011011011011011011,-18.098546389067025,17.581033260681433,23.20993463097571,-22.344145252336542
0.24,0.012012012012012012,-18.099472176184516,17.58179715139186,23.210773780506987,-22.344822505460755
0.26,0.013013013013013013,-18.100416177058392,17.582567086197127,23.211605080325093,-22.34547973921025
0.28,0.014014014014014014,-18.101378423037165,17.58334309596821,23.212428531582894,-22.346116954260363
0.3,0.015015015015015015,-18.10235894591767,17.584125211355364,23.21324413619883,-22.34673415138295
0.32,0.016016016016016016,-18.103357777937383,17.584913462778772,23.21405189684932,-22.34733133143713
0.34,0.017017017017017015,-18.10437495176656,17.585707880419104,23.21485181696128,-22.347908495360244
0.36,0.018018018018018018,-18.105410500500096,17.58650849420797,23.215643900704798,-22.348465644159088
0.38,0.01901901901901902,-18.106464457649235,17.58731533381826,23.216428152985902,-22.349002778901344
0.4,0.02002002002002002,-18.107536857132985,17.588128428654386,23.217204579439453,-22.349519900707275
0.42,0.02102102102102102,-18.108627733269344,17.58894780784239,23.217973186422178,-22.35001701074164
0.44,0.022022022022022022,-18.109737120766283,17.589773500219955,23.21873398100579,-22.35049411020588
0.46,0.023023023023023025,-18.110865054712477,17.590605534326276,23.219486970970276,-22.350951200330492
0.48,0.024024024024024024,-18.11201157056781,17.59144393839182,23.220232164797263,-22.35138828236769
0.5,0.025025025025025023,-18.11317670415362,17.592288740327966,23.220969571663517,-22.35180535758428
0.52,0.026026026026026026,-18.11436049164272,17.593139967716496,23.221699201434582,-22.352202427254774
0.54,0.02702702702702703,-18.115562969549135,17.593997647798968,23.222421064658505,-22.35257949265476
0.56,0.028028028028028028,-18.116784174717598,17.594861807465954,23.223135172559708,-22.35293655505448
0.58,0.029029029029029027,-18.118024144312795,17.595732473246123,23.22384153703295,-22.353273615712695
0.6,0.03003003003003003,-18.119282915808327,17.59660967129521,23.224540170637432,-22.353590675870727
0.62,0.031031031031031032,-18.120560526975424,17.59749342738481,23.225231086591005,-22.3538877367468
0.64,0.03203203203203203,-18.12185701587137,17.59838376689105,23.225914298764483,-22.354164799530572
0.66,0.03303303303303303,-18.123172420827665,17.599280714783102,23.22658982167609,-22.35442186537794
0.68,0.03403403403403403,-18.124506780437905,17.600184295611534,23.227257670486004,-22.35465893540605
0.7000000000000001,0.035035035035035036,-18.125860133545384,17.601094533496518,23.227917860991028,-22.354876010688574
0.72,0.036036036036036036,-18.12723251923041,17.602011452115864,23.228570409619337,-22.355073092251207
