t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.0,3.305864485162353,40.06263084984218,-35.81894920631958,4.131702849988653,37.38551215763199,-11.708983302593156,-19.605219736750914,-29.252772284349916,-22.231375702521685,38.30083995248161,-34.513769381567826,-35.465219869662974,24.877793479531654,16.786719116906145,-23.716084119689217,-14.923459791641568,24.860881623398722,-29.648180276378987,40.840093487464934,28.12916328392881
0.02,0.001001001001001001,3.3059966071481854,40.064232904756494,-35.82038712795966,4.131863423720976,37.38700264236479,-11.709456338737736,-19.606008605094313,-29.253948057306935,-22.232266100345488,38.30237143031781,-34.515152769481176,-35.46664410938401,24.878785246134928,16.787384718205193,-23.717034489773503,-14.924062187632403,24.861875921819404,-29.649370615234364,40.84172171549502,28.130283405848022
0.04,0.002002002002002002,3.306089216037433,40.06585233066284,-35.82180036986947,4.132039047015794,37.38847648505347,-11.70997764543374,-19.6067809744881,-29.255093674942103,-22.233133728661922,38.30391264420985,-34.51653971540274,-35.468077629064176,24.87980962771405,16.78801385321075,-23.718041175921023,-14.924689973573088,24.862914084383117,-29.650525422733672,40.84333715957104,28.131403477092938
0.06,0.003003003003003003,3.30614225777113,40.06748900538099,-35.823188885298684,4.132229653049059,37.38993370627907,-11.710547106888631,-19.60753684022999,-29.2562091901802,-22.233978652581246,38.30546355069304,-34.517930191882876,-35.46952038697243,24.880866722873332,16.788606547304646,-23.71910420075877,-14.925343170992251,24.86399624992226,-29.651644680327173,40.84493976699395,28.13252346070601
0.08,0.004004004004004004,3.306155677887975,40.06914280488938,-35.824552628382484,4.132435171885178,37.39137433005917,-11.711164599636277,-19.608276194906548,-29.257294659895102,-22.23480093920272,38.307024107524185,-34.51932417140545,-35.470972342217244,24.881956625292755,16.78916282735168,-23.72022359006571,-14.9260217987949,24.865122558531173,-29.65272836844205,40.84652948441987,28.13364331996837
0.1,0.005005005005005005,3.3061294215032313,40.07081360331986,-35.82589155412676,4.132655530462253,37.39279838385887,-11.711829992475087,-19.60899902839459,-29.25835014488904,-22.235600657621085,38.30859427368688,-34.520721626389665,-35.4724334547507,24.88307942366574,16.78968272170416,-23.721399372675474,-14.92672587326023,24.866293151486204,-29.653776466458684,40.84810625783445,28.13476301838093
0.12,0.006006006006006006,3.306063433288376,40.072501272952294,-35.82720561839385,4.13289065257753,37.39420589860105,-11.712543146401742,-19.609705327864347,-29.25937570987289,-22.23637787893326,38.310174009396945,-34.522122529191634,-35.47390368537215,24.884235201634272,16.790166260206743,-23.72263158037242,-14.927455408039016,24.867508171160733,-29.654788952688254,40.84967003252742,28.13588251964546
0.14,0.007007007007007007,3.30595765745149,40.07420568420896,-35.82849477788872,4.133140458873039,37.395596908675834,-11.713303914540584,-19.61039507778438,-29.260371423447452,-22.23713267624527,38.31176327610801,-34.52352685210582,-35.475382995731614,24.88542403772136,16.790613474201606,-23.723920247780935,-14.928210414150614,24.86876776093515,-29.655765804351663,40.851220753067196,28.137001787645666
0.16,0.008008008008008008,3.3058120377183977,40.075926705648804,-35.82975899014582,4.133404866821434,37.396971451949135,-11.714112142068757,-19.611068259928228,-29.261337358085726,-22.23786512467932,38.31336203651721,-34.524934567366266,-35.47687134833276,24.886646005260896,16.79102439653392,-23.72526541224801,-14.928990899979587,24.870072065101702,-29.65670699755979,40.85275836327575,28.13812078642828
0.18,0.009009009009009009,3.305626517314545,40.07766420396153,-35.8309982135163,4.133683790712025,37.398329569770446,-11.714967666137214,-19.611724853382853,-29.262273590116152,-22.238575301381097,38.31497025457109,-34.52634564714775,-35.478368706535484,24.88790117232489,16.791399061557588,-23.72666711371892,-14.92979687127197,24.8714212287642,-29.657612507295077,40.85428280620358,28.139239480184184
0.2,0.01001001001001001,3.3054010389476245,40.07941804396163,-35.832212407155936,4.133977141637001,37.399671306979776,-11.71587031578765,-19.612364834558825,-29.26318019970684,-22.23926328552719,38.31658789547169,-34.52776006356669,-35.4798750345581,24.88918960164818,16.791737505141292,-23.728125394606035,-14.930628331131224,24.872815397732513,-29.658482307394443,40.85579402410495,28.140357833229523
0.22,0.011011011011011011,3.305135544790933,40.081188088582195,-35.833401531013486,4.134284827477833,37.40099671191373,-11.716819911865494,-19.61298817720229,-29.264057270850724,-22.239929158332686,38.318214925682895,-34.52917778868193,-35.48139029747903,24.890511350550558,16.792039764674794,-23.72964029965065,-14.931485280013867,24.874254718411873,-29.659316370533556,40.857291958413256,28.141475809986904
